"","id","label"
"860","TR90","Eastern Black Sea"
"861","TRA1","Northeastern Anatolia - West"
"862","TRA2","Northeastern Anatolia - East"
"863","TRB1","Eastern Anatolia - West"
"864","TRB2","Eastern Anatolia - East"
"865","TRC1","Southeastern Anatolia - West "
"866","TRC2","Southeastern Anatolia - Middle"
"867","TRC3","Southeastern Anatolia - East"
"868","GBR","United Kingdom"
"869","GBR_EU2","United Kingdom - Non official grid (NUTS2)"
"870","UKC1","Tees Valley and Durham"
"871","UKC2","Northumberland and Tyne And Wear"
"872","UKD1","Cumbria"
"873","UKD3","Greater Manchester"
"874","UKD4","Lancashire"
"875","UKD6","Cheshire"
"876","UKD7","Merseyside"
"877","UKE1","East Yorkshire And Northern Lincolnshire"
"878","UKE2","North Yorkshire"
"879","UKE3","South Yorkshire"
"880","UKE4","West Yorkshire"
"881","UKF1","Derbyshire And Nottinghamshire"
"882","UKF2","Leicestershire, Rutland and Northamptonshire"
"883","UKF3","Lincolnshire"
"884","UKG1","Herefordshire, Worcestershire and Warwickshire"
"885","UKG2","Shropshire and Staffordshire"
"886","UKG3","West Midlands"
"887","UKH1","East Anglia"
"888","UKH2","Bedfordshire and Hertfordshire"
"889","UKH3","Essex"
"890","UKI3","Inner London - West"
"891","UKI4","Inner London - East"
"892","UKI5","Outer London"
"893","UKI6","Outer London - South"
"894","UKJ1","Berkshire Buckinghamshire and Oxfordshire"
"895","UKJ2","Surrey East And West Sussex"
"896","UKJ3","Hampshire And Isle Of Wight"
"897","UKJ4","Kent"
"898","UKK1","Gloucestershire Wiltshire and Bristol/Bath Area"
"899","UKK2","Dorset And Somerset"
"900","UKK3","Cornwall And Isles Of Scilly"
"901","UKK4","Devon"
"902","UKL1","West Wales And The Valleys"
"903","UKL2","East Wales"
"904","UKM2","Eastern Scotland (nuts2013)"
"905","UKM3","South Western Scotland (nuts2013)"
"906","UKM5","North Eastern Scotland"
"907","UKM6","Highlands And Islands"
"908","UKM7","Eastern Scotland (NUTS2016)"
"909","UKM8","West Central Scotland  (NUTS2016)"
"910","UKM9","Southern Scotland  (NUTS2016)"
"911","UKN0","Northern Ireland"
"912","UKC","North East England"
"913","UKD","North West England"
"914","UKE","Yorkshire and The Humber"
"915","UKF","East Midlands"
"916","UKG","West Midlands"
"917","UKH","East of England"
"918","UKI","Greater London"
"919","UKI7","Outer London - West and North West"
"920","UKJ","South East England"
"921","UKK","South West England"
"922","UKL","Wales"
"923","UKM","Scotland"
"924","UKN","Northern Ireland"
"925","USA","United States"
"926","US01","Alabama"
"927","US02","Alaska"
"928","US04","Arizona"
"929","US05","Arkansas"
"930","US06","California"
"931","US08","Colorado"
"932","US09","Connecticut"
"933","US10","Delaware"
"934","US11","District of Columbia"
"935","US12","Florida"
"936","US13","Georgia"
"937","US15","Hawaii"
"938","US16","Idaho"
"939","US17","Illinois"
"940","US18","Indiana"
"941","US19","Iowa"
"942","US20","Kansas"
"943","US21","Kentucky"
"944","US22","Louisiana"
"945","US23","Maine"
"946","US24","Maryland"
"947","US25","Massachusetts"
"948","US26","Michigan"
"949","US27","Minnesota"
"950","US28","Mississippi"
"951","US29","Missouri"
"952","US30","Montana"
"953","US31","Nebraska"
"954","US32","Nevada"
"955","US33","New Hampshire"
"956","US34","New Jersey"
"957","US35","New Mexico"
"958","US36","New York"
"959","US37","North Carolina"
"960","US38","North Dakota"
"961","US39","Ohio"
"962","US40","Oklahoma"
"963","US41","Oregon"
"964","US42","Pennsylvania"
"965","US44","Rhode Island"
"966","US45","South Carolina"
"967","US46","South Dakota"
"968","US47","Tennessee"
"969","US48","Texas"
"970","US49","Utah"
"971","US50","Vermont"
"972","US51","Virginia"
"973","US53","Washington"
"974","US54","West Virginia"
"975","US55","Wisconsin"
"976","US56","Wyoming"
"977","EA19","Euro Area (19 countries)"
"978","EU27_2020","EU-27"
"979","NOMC","Non-OECD Member Economies"
"980","BRA","Brazil"
"981","BR01","Acre"
"982","BR02","Amapá"
"983","BR03","Amazonas"
"984","BR04","Pará"
"985","BR05","Rondônia"
"986","BR06","Roraima"
"987","BR07","Tocantins"
"988","BR08","Alagoas"
"989","BR09","Bahia"
"990","BR10","Ceará"
"991","BR11","Maranhão"
"992","BR12","Paraíba"
"993","BR13","Pernambuco"
"994","BR14","Piauí"
"995","BR15","Rio Grande do Norte"
"996","BR16","Sergipe"
"997","BR17","Espírito Santo"
"998","BR18","Minas Gerais"
"999","BR19","Rio de Janeiro"
"1000","BR20","São Paulo"
"1001","BR21","Paraná"
"1002","BR22","Rio Grande do Sul"
"1003","BR23","Santa Catarina"
"1004","BR24","Distrito Federal (BR)"
"1005","BR25","Goiás"
"1006","BR26","Mato Grosso"
"1007","BR27","Mato Grosso do Sul"
"1008","BGR","Bulgaria"
"1009","BG31","North West"
"1010","BG32","North Central"
"1011","BG33","North East"
"1012","BG34","South East"
"1013","BG41","South West"
"1014","BG42","South Central"
"1015","HRV","Croatia"
"1016","HR03","Adriatic Croatia"
"1017","HR05","City of Zagreb"
"1018","HR06","Northern Croatia"
"1019","HR02","Pannonian Croatia"
"1020","HRV_TL2","Croatia - Large regions (TL2)   "
"1021","HR04","Continental Croatia"
"1022","ROU","Romania"
"1023","RO11","North West"
"1024","RO12","Center"
"1025","RO21","North East"
"1026","RO22","South East"
"1027","RO31","South - Muntenia"
"1028","RO32","Bucharest - Ilfov"
"1029","RO41","South West Oltenia"
"1030","RO42","West"
"1031","RUS","Russia"
"1032","RU01","Belgorod Oblast"
"1033","RU02","Bryansk Oblast"
"1034","RU03","Vladimir Oblast"
"1035","RU04","Voronezh Oblast"
"1036","RU05","Ivanovo Oblast"
"1037","RU06","Kaluga Oblast"
"1038","RU07","Kostroma Oblast"
"1039","RU08","Kursk Oblast"
"1040","RU09","Lipetsk Oblast"
"1041","RU10","Moscow Oblast"
"1042","RU11","Oryol Oblast"
"1043","RU12","Ryazan Oblast"
"1044","RU13","Smolensk Oblast"
"1045","RU14","Tambov Oblast"
"1046","RU15","Tver Oblast"
"1047","RU16","Tula Oblast"
"1048","RU17","Yaroslavl Oblast"
"1049","RU18","City of Moscow"
"1050","RU19","Republic of Karelia"
"1051","RU20","Komi republic"
"1052","RU21","Arkhangelsk Oblast"
"1053","RU22","Nenets Autonomous Okrug"
"1054","RU23","Vologda Oblast"
"1055","RU24","Kaliningrad Oblast"
"1056","RU25","Leningrad Oblast"
"1057","RU26","Murmansk Oblast"
"1058","RU27","Novgorod Oblast"
"1059","RU28","Pskov Oblast"
"1060","RU29","Federal City of Saint Petersburg"
"1061","RU30","Republic of Adygea"
"1062","RU31","Republic of Kalmykia"
"1063","RU32","Krasnodar Krai"
"1064","RU33","Astrakhan Oblast"
"1065","RU34","Volgograd Oblast"
"1066","RU35","Rostov Oblast"
"1067","RU36","Republic of Dagestan"
"1068","RU37","Republic of Ingushetia"
"1069","RU38","Kabardino-Balkar Republic"
"1070","RU39","Karachay-Cherkhess Republic"
"1071","RU40","Republic of North Ossetia-Alania"
"1072","RU41","Chechen Republic"
"1073","RU42","Stavropol Krai"
"1074","RU43","Republic of Bashkorstostan"
"1075","RU44","Mari El Republic"
"1076","RU45","Republic of Mordovia"
"1077","RU46","Republic of Tatarstan"
"1078","RU47","Udmurt Republic"
"1079","RU48","Chuvash Republic"
"1080","RU49","Perm Krai"
"1081","RU50","Kirov Oblast"
"1082","RU51","Nizhny Novgorod Oblast"
"1083","RU52","Orenburg Oblast"
"1084","RU53","Penza Oblast"
"1085","RU54","Samara Oblast"
"1086","RU55","Saratov Oblast"
"1087","RU56","Ulianov Oblast"
"1088","RU57","Kurgan Oblast"
"1089","RU58","Sverdlovsk Oblast"
"1090","RU59","Tyumen Oblast"
"1091","RU60","Khanty-Mansi Autonomous Okrug - Yugra"
"1092","RU61","Yamalo-Nenets Autonomous Okrug"
"1093","RU62","Chelyabinsk Oblast"
"1094","RU63","Republic of Altai"
"1095","RU64","Buryat Republic"
"1096","RU65","Tyva Republic"
"1097","RU66","Republic of Khakassia "
"1098","RU67","Altai Krai"
"1099","RU68","Zabaykalsky Krai"
"1100","RU69","Krasnoyarsk Krai"
"1101","RU70","Irkutsk Oblast"
"1102","RU71","Kemerovo oblast"
"1103","RU72","Novosibirsk Oblast"
"1104","RU73","Omsk Oblast"
"1105","RU74","Tomsk Oblast"
"1106","RU75","Sakha Republic (Yakutia)"
"1107","RU76","Kamchatka Krai"
"1108","RU77","Primorsky Krai"
"1109","RU78","Khabarovsk Krai"
"1110","RU79","Amur Oblast"
"1111","RU80","Magadan Oblast"
"1112","RU81","Sakhalin Oblast"
"1113","RU82","Jewish Autonomous Oblast"
"1114","RU83","Chukotka Autonomous Okrug"
"1115","ZAF","South Africa"
"1116","ZA01","Eastern Cape"
"1117","ZA02","Free State"
"1118","ZA03","Gauteng"
"1119","ZA04","KwaZulu-Natal"
"1120","ZA05","Limpopo"
"1121","ZA06","Mpumalanga"
"1122","ZA07","Northern Cape"
"1123","ZA08","North West"
"1124","ZA09","Western Cape"
"1125","MKD","Macedonia (the former Yugoslav Republic of)"
"1126","MKD_TL2","Macedonia - Large regions (TL2)   "
"1127","MK00","Poranesnata Jugoslovenska Republika Makedonija"
